"Sets","variable","value","station_id"
"Test set","Random Walk RMSE","0.299007926767073","300"
"Training set","Neural Networks RMSE","0.0126111870867229","300"
"Test set","Neural Networks RMSE","0.0211904651358146","300"
"Training set","Arima RMSE","0.0119188192292387","301"
"Test set","Arima RMSE","0.390420445931509","301"
"Training set","Random Walk RMSE","0.0115878149027174","301"
"Test set","Random Walk RMSE","0.333690611343689","301"
"Training set","Neural Networks RMSE","0.0120639600450215","301"
"Test set","Neural Networks RMSE","0.359181630761247","301"
"Training set","Arima RMSE","0.0122508874393058","302"
"Test set","Arima RMSE","0.060076354724","302"
"Training set","Random Walk RMSE","0.012120618695081","302"
"Test set","Random Walk RMSE","9.95164545487713e-05","302"
"Training set","Neural Networks RMSE","0.0123162411746086","302"
"Test set","Neural Networks RMSE","0","302"
"Training set","Arima RMSE","0.0148570722915485","303"
"Test set","Arima RMSE","0.0449253698230715","303"
"Training set","Random Walk RMSE","0.0146973363580875","303"
"Test set","Random Walk RMSE","0.135670165971709","303"
"Training set","Neural Networks RMSE","0.0150042626905202","303"
"Test set","Neural Networks RMSE","0.0648512800097571","303"
"Training set","Arima RMSE","0.0132604310992132","304"
"Test set","Arima RMSE","0.0434479849323841","304"
"Training set","Random Walk RMSE","0.0129378892852901","304"
"Test set","Random Walk RMSE","0.0395914474306206","304"
"Training set","Neural Networks RMSE","0.0133472623027876","304"
"Test set","Neural Networks RMSE","0.0411229962800045","304"
"Training set","Arima RMSE","0.0134008708831785","305"
"Test set","Arima RMSE","0.069595996022132","305"
"Training set","Random Walk RMSE","0.0131853877261343","305"
"Test set","Random Walk RMSE","0.0412438188356925","305"
"Training set","Neural Networks RMSE","0.013444074149801","305"
"Test set","Neural Networks RMSE","0.0539246376365218","305"
"Training set","Arima RMSE","0.00924085238489262","306"
"Test set","Arima RMSE","0.0613421024695844","306"
"Training set","Random Walk RMSE","0.00918584934457199","306"
"Test set","Random Walk RMSE","0.0688718038217283","306"
"Training set","Neural Networks RMSE","0.00926228455041748","306"
"Test set","Neural Networks RMSE","0.0689498252552322","306"
"Training set","Arima RMSE","0.0152887772611113","307"
"Test set","Arima RMSE","0.188117702468926","307"
"Training set","Random Walk RMSE","0.0152606876484427","307"
"Test set","Random Walk RMSE","0.226595286837243","307"
"Training set","Neural Networks RMSE","0.0152995795596748","307"
"Test set","Neural Networks RMSE","0.190636700865708","307"
"Training set","Arima RMSE","0.0110226271849055","308"
"Test set","Arima RMSE","0.0476949228940293","308"
"Training set","Random Walk RMSE","0.0110027869521987","308"
"Test set","Random Walk RMSE","0.0523936425123822","308"
"Training set","Neural Networks RMSE","0.0110300117155499","308"
"Test set","Neural Networks RMSE","0.0476949228940293","308"
"Training set","Arima RMSE","0.00947463330893253","309"
"Test set","Arima RMSE","0.017464149895966","309"
"Training set","Random Walk RMSE","0.00936064433005819","309"
"Test set","Random Walk RMSE","0.034729150021943","309"
"Training set","Neural Networks RMSE","0.00964062080604483","309"
"Test set","Neural Networks RMSE","0.0234577854410626","309"
"Training set","Arima RMSE","0.00898869868108475","310"
"Test set","Arima RMSE","0.119194821686885","310"
"Training set","Random Walk RMSE","0.00885727848133208","310"
"Test set","Random Walk RMSE","0.153620922889082","310"
"Training set","Neural Networks RMSE","0.00904605882677853","310"
"Test set","Neural Networks RMSE","0.135656838300831","310"
"Training set","Arima RMSE","0.0122213854351926","311"
"Test set","Arima RMSE","0.137369631228214","311"
"Training set","Random Walk RMSE","0.0121520696299357","311"
"Test set","Random Walk RMSE","0.187984546333704","311"
"Training set","Neural Networks RMSE","0.0122221327146997","311"
"Test set","Neural Networks RMSE","0.136859377003848","311"
"Training set","Arima RMSE","0.0152015420116397","312"
"Test set","Arima RMSE","0.0904035812206287","312"
"Training set","Random Walk RMSE","0.0151089055961878","312"
"Test set","Random Walk RMSE","0.0761146629797261","312"
"Training set","Neural Networks RMSE","0.0152348517585126","312"
"Test set","Neural Networks RMSE","0.0770713504668358","312"
"Training set","Arima RMSE","0.0089060602595591","313"
"Test set","Arima RMSE","0.112049700917675","313"
"Training set","Random Walk RMSE","0.0129764592569437","313"
"Test set","Random Walk RMSE","0.20537936490098","313"
"Training set","Neural Networks RMSE","0.0089278000904068","313"
"Test set","Neural Networks RMSE","0.112049700917675","313"
"Training set","Arima RMSE","0.00769220231061596","314"
"Test set","Arima RMSE","0.020804243181466","314"
"Training set","Random Walk RMSE","0.0206180207903746","314"
"Test set","Random Walk RMSE","0.578641901103126","314"
"Training set","Neural Networks RMSE","0.00777103605747074","314"
"Test set","Neural Networks RMSE","0.0208045494780138","314"
"Training set","Arima RMSE","0.0155542443678083","315"
"Test set","Arima RMSE","7.26109428412024e-64","315"
"Training set","Random Walk RMSE","0.0152557093374585","315"
"Test set","Random Walk RMSE","0.00179271638277486","315"
"Training set","Neural Networks RMSE","0.0155821899848412","315"
"Test set","Neural Networks RMSE","0","315"
"Training set","Arima RMSE","0.00775571022155797","316"
"Test set","Arima RMSE","0.0282440879104639","316"
"Training set","Random Walk RMSE","0.00776216498421531","316"
"Test set","Random Walk RMSE","0.0504627433004084","316"
"Training set","Neural Networks RMSE","0.00775618213372429","316"
"Test set","Neural Networks RMSE","0.0282440879104445","316"
"Training set","Arima RMSE","0.0153270704385472","317"
"Test set","Arima RMSE","0.0912217673468988","317"
"Training set","Random Walk RMSE","0.0151318255259623","317"
"Test set","Random Walk RMSE","0.109322266942349","317"
"Training set","Neural Networks RMSE","0.0153814147913527","317"
"Test set","Neural Networks RMSE","0.0912244602563514","317"
"Training set","Arima RMSE","0.0142132519303917","318"
"Test set","Arima RMSE","0.00314757067160703","318"
"Training set","Random Walk RMSE","0.0140714393774721","318"
"Test set","Random Walk RMSE","0.0201749745487433","318"
"Training set","Neural Networks RMSE","0.0142724408163174","318"
"Test set","Neural Networks RMSE","0","318"
"Training set","Arima RMSE","0.00849048324538368","320"
"Test set","Arima RMSE","0.0729917203025993","320"
"Training set","Random Walk RMSE","0.0102427019045023","320"
"Test set","Random Walk RMSE","0.172608870889716","320"
"Training set","Neural Networks RMSE","0.0084910477241302","320"
"Test set","Neural Networks RMSE","0.0746457775795366","320"
"Training set","Arima RMSE","0.010681518151199","321"
"Test set","Arima RMSE","0.0306162618871286","321"
"Training set","Random Walk RMSE","0.0105491055882506","321"
"Test set","Random Walk RMSE","0.0484426004934682","321"
"Training set","Neural Networks RMSE","0.0107779563754224","321"
"Test set","Neural Networks RMSE","0.0306162883151537","321"
"Training set","Arima RMSE","0.00926901612461281","322"
"Test set","Arima RMSE","0.0241968943232017","322"
"Training set","Random Walk RMSE","0.00925330429839021","322"
"Test set","Random Walk RMSE","0.0372819513375918","322"
"Training set","Neural Networks RMSE","0.00930699252942968","322"
"Test set","Neural Networks RMSE","0.0265027043954113","322"
"Training set","Arima RMSE","0.00756759010245715","323"
"Test set","Arima RMSE","0.0118542735793608","323"
"Training set","Random Walk RMSE","0.00750355068521941","323"
"Test set","Random Walk RMSE","0.0386400206026286","323"
"Training set","Neural Networks RMSE","0.00763675514054891","323"
"Test set","Neural Networks RMSE","0.0148038530561442","323"
"Training set","Arima RMSE","0.00757156285474392","324"
"Test set","Arima RMSE","0.113789313109119","324"
"Training set","Random Walk RMSE","0.00752917261908164","324"
"Test set","Random Walk RMSE","0.124367353423725","324"
"Training set","Neural Networks RMSE","0.00805017248485954","324"
"Test set","Neural Networks RMSE","0.116717460245157","324"
"Training set","Arima RMSE","0.011927979629817","325"
"Test set","Arima RMSE","0.118147422596505","325"
"Training set","Random Walk RMSE","0.0176675905829734","325"
"Test set","Random Walk RMSE","0.0582696688340898","325"
"Training set","Neural Networks RMSE","0.0119649905490715","325"
"Test set","Neural Networks RMSE","0.119123785158448","325"
"Training set","Arima RMSE","0.0172823535025845","326"
"Test set","Arima RMSE","0.0337355105253244","326"
"Training set","Random Walk RMSE","0.0171637910431696","326"
"Test set","Random Walk RMSE","0.0389219803565469","326"
"Training set","Neural Networks RMSE","0.0174114479663602","326"
"Test set","Neural Networks RMSE","0.0339786640605503","326"
"Training set","Arima RMSE","0.0168654181969001","327"
"Test set","Arima RMSE","0.0688501523536111","327"
"Training set","Random Walk RMSE","0.016811842578193","327"
"Test set","Random Walk RMSE","0.068348648593225","327"
"Training set","Neural Networks RMSE","0.0169121411584513","327"
"Test set","Neural Networks RMSE","0.0665350442941147","327"
"Training set","Arima RMSE","0.0388901423905388","328"
"Test set","Arima RMSE","0.0748845072235779","328"
"Training set","Random Walk RMSE","0.0185487730214657","328"
"Test set","Random Walk RMSE","0.230760465298388","328"
"Training set","Neural Networks RMSE","0.0186047064369961","328"
"Test set","Neural Networks RMSE","0.201600402075994","328"
"Training set","Arima RMSE","0.0172005929403997","329"
"Test set","Arima RMSE","0.0431291480207463","329"
"Training set","Random Walk RMSE","0.0168987925168587","329"
"Test set","Random Walk RMSE","0.0418650461300506","329"
"Training set","Neural Networks RMSE","0.0173870408863243","329"
"Test set","Neural Networks RMSE","0.0427748909267013","329"
"Training set","Arima RMSE","0.00912915565597622","330"
"Test set","Arima RMSE","0.0240999897454263","330"
"Training set","Random Walk RMSE","0.00900008026791918","330"
"Test set","Random Walk RMSE","0.0167414984154834","330"
"Training set","Neural Networks RMSE","0.00914631911020034","330"
"Test set","Neural Networks RMSE","0.0240989268031995","330"
"Training set","Arima RMSE","0.0108673726503883","331"
"Test set","Arima RMSE","0.0571896456066593","331"
"Training set","Random Walk RMSE","0.0108148079816592","331"
"Test set","Random Walk RMSE","0.0929650451976594","331"
"Training set","Neural Networks RMSE","0.0108732553435419","331"
"Test set","Neural Networks RMSE","0.0581689826636531","331"
"Training set","Arima RMSE","0.0126950127720142","332"
"Test set","Arima RMSE","0.142301216216197","332"
"Training set","Random Walk RMSE","0.0740159375251412","332"
"Test set","Random Walk RMSE","0.389662860827532","332"
"Training set","Neural Networks RMSE","0.0127053101455815","332"
"Test set","Neural Networks RMSE","0.140374004399358","332"
"Training set","Arima RMSE","0.0155963573499578","334"
"Test set","Arima RMSE","0.433168273979997","334"
"Training set","Random Walk RMSE","0.0316676411784892","334"
"Test set","Random Walk RMSE","0.173836693991788","334"
"Training set","Neural Networks RMSE","0.0156024969967184","334"
"Test set","Neural Networks RMSE","0.433167875773528","334"
"Training set","Arima RMSE","0.0172735029747774","335"
"Test set","Arima RMSE","0.15406498713976","335"
"Training set","Random Walk RMSE","0.0213328162675749","335"
"Test set","Random Walk RMSE","0.201846346072296","335"
"Training set","Neural Networks RMSE","0.0172753452144019","335"
"Test set","Neural Networks RMSE","0.154049143282114","335"
"Training set","Arima RMSE","0.0122422135026206","336"
"Test set","Arima RMSE","0.050077101048111","336"
"Training set","Random Walk RMSE","0.0182662894267168","336"
"Test set","Random Walk RMSE","0.667029442417896","336"
"Training set","Neural Networks RMSE","0.0122694214512251","336"
"Test set","Neural Networks RMSE","0.050077101048111","336"
"Training set","Arima RMSE","0.009257882063149","337"
"Test set","Arima RMSE","0.00424687983234875","337"
"Training set","Random Walk RMSE","0.00902913794043922","337"
"Test set","Random Walk RMSE","0.0136922218478299","337"
"Training set","Neural Networks RMSE","0.0093787618960269","337"
"Test set","Neural Networks RMSE","0","337"
NA,NA,"Error in predict.nnet(X[[i]], ...) : missing values in 'x'
","Error in predict.nnet(X[[i]], ...) : missing values in 'x'
"
"Training set","Arima RMSE","0.0107197816080896","340"
"Test set","Arima RMSE","0.0998286710337558","340"
"Training set","Random Walk RMSE","0.0106113800418435","340"
"Test set","Random Walk RMSE","0.1686041008012","340"
"Training set","Neural Networks RMSE","0.0107922845662693","340"
"Test set","Neural Networks RMSE","0.141599072068962","340"
"Training set","Arima RMSE","0.0145286946221224","341"
"Test set","Arima RMSE","0.0905625404011107","341"
"Training set","Random Walk RMSE","0.0144010648384305","341"
"Test set","Random Walk RMSE","0.169877546634692","341"
"Training set","Neural Networks RMSE","0.0145295780343455","341"
"Test set","Neural Networks RMSE","0.0901419830081763","341"
"Training set","Arima RMSE","0.0103573538043185","342"
"Test set","Arima RMSE","0.016228940015003","342"
"Training set","Random Walk RMSE","0.0101545119559421","342"
"Test set","Random Walk RMSE","0.0446427646203849","342"
"Training set","Neural Networks RMSE","0.0104551682772684","342"
"Test set","Neural Networks RMSE","0.0257661054844366","342"
"Training set","Arima RMSE","0.00833010744186242","343"
"Test set","Arima RMSE","0.03594086019605","343"
"Training set","Random Walk RMSE","0.00809535155791112","343"
"Test set","Random Walk RMSE","0.0374157061880565","343"
"Training set","Neural Networks RMSE","0.00837147586680405","343"
"Test set","Neural Networks RMSE","0.03594086019605","343"
"Training set","Arima RMSE","0.00734028668952843","344"
"Test set","Arima RMSE","0.0508151305276555","344"
"Training set","Random Walk RMSE","0.00731145730039221","344"
"Test set","Random Walk RMSE","0.0744650434486327","344"
"Training set","Neural Networks RMSE","0.00735632600461212","344"
"Test set","Neural Networks RMSE","0.0740408102866365","344"
"Training set","Arima RMSE","0.013292358893407","345"
"Test set","Arima RMSE","0.118768941626744","345"
"Training set","Random Walk RMSE","0.0132698694222363","345"
"Test set","Random Walk RMSE","0.674218187455964","345"
"Training set","Neural Networks RMSE","0.0133083236782437","345"
"Test set","Neural Networks RMSE","0.118350338914126","345"
"Training set","Arima RMSE","0.016241108916684","346"
"Test set","Arima RMSE","0.0185185185185185","346"
"Training set","Random Walk RMSE","0.0353160733888074","346"
"Test set","Random Walk RMSE","0.336852673921162","346"
"Training set","Neural Networks RMSE","0.0162639731842549","346"
"Test set","Neural Networks RMSE","0.0185185185185185","346"
NA,NA,"Error in approx(idx, x[idx], 1:n, rule = 2) : 
  need at least two non-NA values to interpolate
","Error in approx(idx, x[idx], 1:n, rule = 2) : 
  need at least two non-NA values to interpolate
"
"Training set","Arima RMSE","0.0132278082025075","348"
"Test set","Arima RMSE","0.0699086061267505","348"
"Training set","Random Walk RMSE","0.0131833107803884","348"
"Test set","Random Walk RMSE","0.0825139448498294","348"
"Training set","Neural Networks RMSE","0.0132782351844082","348"
"Test set","Neural Networks RMSE","0.0732570206934243","348"
"Training set","Arima RMSE","0.0143240915569929","349"
"Test set","Arima RMSE","0.00351521881980955","349"
"Training set","Random Walk RMSE","0.0142043731837307","349"
"Test set","Random Walk RMSE","0.0339341479402","349"
"Training set","Neural Networks RMSE","0.0143773282744585","349"
"Test set","Neural Networks RMSE","0","349"
"Training set","Arima RMSE","0.0125468603679044","350"
"Test set","Arima RMSE","0.0415776812183479","350"
"Training set","Random Walk RMSE","0.0122889954877945","350"
"Test set","Random Walk RMSE","0.0736658903758683","350"
"Training set","Neural Networks RMSE","0.0125814154062127","350"
"Test set","Neural Networks RMSE","0.0623723185591892","350"
"Training set","Arima RMSE","0.00836074156456929","351"
"Test set","Arima RMSE","0.0228602094846618","351"
"Training set","Random Walk RMSE","0.00824640157504379","351"
"Test set","Random Walk RMSE","0.0199771837786415","351"
"Training set","Neural Networks RMSE","0.00853448545083626","351"
"Test set","Neural Networks RMSE","0.0214528211931814","351"
"Training set","Arima RMSE","0.0126887728885088","352"
"Test set","Arima RMSE","0.0196967184669615","352"
"Training set","Random Walk RMSE","0.0125544903207109","352"
"Test set","Random Walk RMSE","0.0209320909256162","352"
"Training set","Neural Networks RMSE","0.0127334744467005","352"
"Test set","Neural Networks RMSE","0.0129298518923786","352"
"Training set","Arima RMSE","0.00749076032960434","353"
"Test set","Arima RMSE","0.0246323746072903","353"
"Training set","Random Walk RMSE","0.0116177248924485","353"
"Test set","Random Walk RMSE","0.160365884693279","353"
"Training set","Neural Networks RMSE","0.00749126159870428","353"
"Test set","Neural Networks RMSE","0.0261891400439462","353"
"Training set","Arima RMSE","0.0104336676974746","354"
"Test set","Arima RMSE","0.00258719386855901","354"
"Training set","Random Walk RMSE","0.0131702675873386","354"
"Test set","Random Walk RMSE","0.0942573507934221","354"
"Training set","Neural Networks RMSE","0.0104343673099666","354"
"Test set","Neural Networks RMSE","0","354"
"Training set","Arima RMSE","0.00895514279793945","355"
"Test set","Arima RMSE","0.0215454386629968","355"
"Training set","Random Walk RMSE","0.0088894750337059","355"
"Test set","Random Walk RMSE","0.0237462736001382","355"
"Training set","Neural Networks RMSE","0.00896249350042596","355"
"Test set","Neural Networks RMSE","0.0215456466816857","355"
"Training set","Arima RMSE","0.0191416019875809","356"
"Test set","Arima RMSE","0.217601291442132","356"
"Training set","Random Walk RMSE","0.0189696304027438","356"
"Test set","Random Walk RMSE","0.251029280151705","356"
"Training set","Neural Networks RMSE","0.0193443311796269","356"
"Test set","Neural Networks RMSE","0.22212243085991","356"
"Training set","Arima RMSE","0.0147439197372677","357"
"Test set","Arima RMSE","0.126142846645512","357"
"Training set","Random Walk RMSE","0.0145979718617565","357"
"Test set","Random Walk RMSE","0.111083636559442","357"
"Training set","Neural Networks RMSE","0.0147716383307643","357"
"Test set","Neural Networks RMSE","0.126143602710566","357"
"Training set","Arima RMSE","0.0181278460984717","358"
"Test set","Arima RMSE","0.0475593346409935","358"
"Training set","Random Walk RMSE","0.0180852528386028","358"
"Test set","Random Walk RMSE","0.0314772894505003","358"
"Training set","Neural Networks RMSE","0.0181493112527719","358"
"Test set","Neural Networks RMSE","0.0466881564276989","358"
"Training set","Arima RMSE","0.0174439945567051","359"
"Test set","Arima RMSE","0.0121911679455616","359"
"Training set","Random Walk RMSE","0.0884361050790262","359"
"Test set","Random Walk RMSE","0.0169579850723699","359"
"Training set","Neural Networks RMSE","0.0178117296915577","359"
"Test set","Neural Networks RMSE","0.0148453923805041","359"
"Training set","Arima RMSE","0.00848219389441678","360"
"Test set","Arima RMSE","0.0372493953371687","360"
"Training set","Random Walk RMSE","0.0083510622093741","360"
"Test set","Random Walk RMSE","0.0441239745392364","360"
"Training set","Neural Networks RMSE","0.00861858496384134","360"
"Test set","Neural Networks RMSE","0.0160469943209561","360"
"Training set","Arima RMSE","0.00995794159507006","361"
"Test set","Arima RMSE","0.155042634557453","361"
"Training set","Random Walk RMSE","0.00992948363903152","361"
"Test set","Random Walk RMSE","0.16302042646154","361"
"Training set","Neural Networks RMSE","0.00997237977482659","361"
"Test set","Neural Networks RMSE","0.155092045106708","361"
"Training set","Arima RMSE","0.00632249975793617","362"
"Test set","Arima RMSE","0.0260217490775286","362"
"Training set","Random Walk RMSE","0.00616968277865864","362"
"Test set","Random Walk RMSE","0.0236398971885178","362"
"Training set","Neural Networks RMSE","0.00641196478790725","362"
"Test set","Neural Networks RMSE","0.0260217490775286","362"
"Training set","Arima RMSE","0.01046506884396","363"
"Test set","Arima RMSE","0.207871087122065","363"
"Training set","Random Walk RMSE","0.0164017926631724","363"
"Test set","Random Walk RMSE","0.254868016414637","363"
"Training set","Neural Networks RMSE","0.0105557434303524","363"
"Test set","Neural Networks RMSE","0.207923030644082","363"
"Training set","Arima RMSE","0.00756970629886824","364"
"Test set","Arima RMSE","0.0203294912274962","364"
"Training set","Random Walk RMSE","0.00723196771437991","364"
"Test set","Random Walk RMSE","0.0199447664245073","364"
"Training set","Neural Networks RMSE","0.00757027606694731","364"
"Test set","Neural Networks RMSE","0.019714468423051","364"
"Training set","Arima RMSE","0.00781882267960924","365"
"Test set","Arima RMSE","0.0220361660735013","365"
"Training set","Random Walk RMSE","0.00773477326298189","365"
"Test set","Random Walk RMSE","0.0220292855004199","365"
"Training set","Neural Networks RMSE","0.00784660350498292","365"
"Test set","Neural Networks RMSE","0.0220364532601281","365"
"Training set","Arima RMSE","0.00864422040374783","366"
"Test set","Arima RMSE","0.135357989145867","366"
"Training set","Random Walk RMSE","0.00853109290621913","366"
"Test set","Random Walk RMSE","0.152733505802019","366"
"Training set","Neural Networks RMSE","0.00875572379829823","366"
"Test set","Neural Networks RMSE","0.153422340118724","366"
"Training set","Arima RMSE","0.00942415804161467","367"
"Test set","Arima RMSE","0.0395234066519985","367"
"Training set","Random Walk RMSE","0.00926996074639452","367"
"Test set","Random Walk RMSE","0.0185287046284131","367"
"Training set","Neural Networks RMSE","0.00955813373518179","367"
"Test set","Neural Networks RMSE","0.02489887274353","367"
"Training set","Arima RMSE","0.0159165321771737","368"
"Test set","Arima RMSE","0.0360920171304424","368"
"Training set","Random Walk RMSE","0.0159102865315395","368"
"Test set","Random Walk RMSE","0.0753763277231959","368"
"Training set","Neural Networks RMSE","0.0159175797001735","368"
"Test set","Neural Networks RMSE","0.0357291537881683","368"
"Training set","Arima RMSE","0.0109435384213352","369"
"Test set","Arima RMSE","0.146132280984955","369"
"Training set","Random Walk RMSE","0.0108733711101677","369"
"Test set","Random Walk RMSE","0.148954727070438","369"
"Training set","Neural Networks RMSE","0.0109442076895614","369"
"Test set","Neural Networks RMSE","0.145452612850488","369"
"Training set","Arima RMSE","0.00561089847473015","372"
"Test set","Arima RMSE","0.069309218187965","372"
"Training set","Random Walk RMSE","0.00750537541344694","372"
"Test set","Random Walk RMSE","0.0887064030837132","372"
"Training set","Neural Networks RMSE","0.00561913041582415","372"
"Test set","Neural Networks RMSE","0.0692899516069248","372"
"Training set","Arima RMSE","0.0104906967984944","373"
"Test set","Arima RMSE","0.172965018160503","373"
"Training set","Random Walk RMSE","0.0104817709342638","373"
"Test set","Random Walk RMSE","0.174676335021487","373"
"Training set","Neural Networks RMSE","0.0105025753256023","373"
"Test set","Neural Networks RMSE","0.172965018159526","373"
"Training set","Arima RMSE","0.0181247009039297","375"
"Test set","Arima RMSE","0.034877016511291","375"
"Training set","Random Walk RMSE","0.0229089146212701","375"
"Test set","Random Walk RMSE","0.242875029378181","375"
"Training set","Neural Networks RMSE","0.0181259680775134","375"
"Test set","Neural Networks RMSE","0.0384900179459751","375"
"Training set","Arima RMSE","0.00783005235536828","376"
"Test set","Arima RMSE","0.0795500287567854","376"
"Training set","Random Walk RMSE","0.00784550708626252","376"
"Test set","Random Walk RMSE","0.104256027367591","376"
"Training set","Neural Networks RMSE","0.00783053475745636","376"
"Test set","Neural Networks RMSE","0.0801116941566748","376"
"Training set","Arima RMSE","0.00829207885861498","377"
"Test set","Arima RMSE","0.0346781198653558","377"
"Training set","Random Walk RMSE","0.00812276267441327","377"
"Test set","Random Walk RMSE","0.0243512909088426","377"
"Training set","Neural Networks RMSE","0.00849713675811516","377"
"Test set","Neural Networks RMSE","0.0160164394193421","377"
"Training set","Arima RMSE","0.0130120393558278","379"
"Test set","Arima RMSE","0.131461722480427","379"
"Training set","Random Walk RMSE","0.0126500033820007","379"
"Test set","Random Walk RMSE","0.152730992998964","379"
"Training set","Neural Networks RMSE","0.0130128589526731","379"
"Test set","Neural Networks RMSE","0.133205721244756","379"
"Training set","Arima RMSE","0.0137767766409206","380"
"Test set","Arima RMSE","0.10104315723893","380"
"Training set","Random Walk RMSE","0.0137594242108752","380"
"Test set","Random Walk RMSE","0.0936516200202962","380"
"Training set","Neural Networks RMSE","0.0137902276702152","380"
"Test set","Neural Networks RMSE","0.100894530741525","380"
"Training set","Arima RMSE","0.0186815665231273","382"
"Test set","Arima RMSE","0.0859342943350656","382"
"Training set","Random Walk RMSE","0.0245772957520693","382"
"Test set","Random Walk RMSE","0.309319574646396","382"
"Training set","Neural Networks RMSE","0.0186827109400687","382"
"Test set","Neural Networks RMSE","0.0865876895611558","382"
"Training set","Arima RMSE","0.0110902116409299","383"
"Test set","Arima RMSE","0.124728289240731","383"
"Training set","Random Walk RMSE","0.0110969213220262","383"
"Test set","Random Walk RMSE","0.0672894183842142","383"
"Training set","Neural Networks RMSE","0.0111191260520012","383"
"Test set","Neural Networks RMSE","0.111742126661874","383"
"Training set","Arima RMSE","0.0104559914212048","385"
"Test set","Arima RMSE","0.0274421526122145","385"
"Training set","Random Walk RMSE","0.025956732434519","385"
"Test set","Random Walk RMSE","0.160294081336088","385"
"Training set","Neural Networks RMSE","0.0104732136101174","385"
"Test set","Neural Networks RMSE","0.0274421526122145","385"
"Training set","Arima RMSE","0.0091212411743677","386"
"Test set","Arima RMSE","0.0147188494095862","386"
"Training set","Random Walk RMSE","0.00899671885009074","386"
"Test set","Random Walk RMSE","0.0221863371115992","386"
"Training set","Neural Networks RMSE","0.00920162296971228","386"
"Test set","Neural Networks RMSE","0.0214408010634718","386"
"Training set","Arima RMSE","0.0186094053051207","387"
"Test set","Arima RMSE","0.0247715841843951","387"
"Training set","Random Walk RMSE","0.0185274490100152","387"
"Test set","Random Walk RMSE","0.0333117648085844","387"
"Training set","Neural Networks RMSE","0.0186700768017403","387"
"Test set","Neural Networks RMSE","0.0247715841815204","387"
"Training set","Arima RMSE","0.0141429857328085","388"
"Test set","Arima RMSE","0.234317861141838","388"
"Training set","Random Walk RMSE","0.0138316675065761","388"
"Test set","Random Walk RMSE","0.23098624489265","388"
"Training set","Neural Networks RMSE","0.0144165679387755","388"
"Test set","Neural Networks RMSE","0.233007547102669","388"
"Training set","Arima RMSE","0.00806897696225934","389"
"Test set","Arima RMSE","0.095149870953075","389"
"Training set","Random Walk RMSE","0.00803063520361854","389"
"Test set","Random Walk RMSE","0.0963281042043613","389"
"Training set","Neural Networks RMSE","0.00808115995567751","389"
"Test set","Neural Networks RMSE","0.095149870953075","389"
"Training set","Arima RMSE","0.00668350956128208","390"
"Test set","Arima RMSE","0.0173755632567696","390"
"Training set","Random Walk RMSE","0.00660723446847627","390"
"Test set","Random Walk RMSE","0.00909498076079348","390"
"Training set","Neural Networks RMSE","0.00675653141256173","390"
"Test set","Neural Networks RMSE","0","390"
"Training set","Arima RMSE","0.00894659335000701","391"
"Test set","Arima RMSE","0.105354397539096","391"
"Training set","Random Walk RMSE","0.00880815178747349","391"
"Test set","Random Walk RMSE","0.101682220240638","391"
"Training set","Neural Networks RMSE","0.00896039871978674","391"
"Test set","Neural Networks RMSE","0.105354397539061","391"
"Training set","Arima RMSE","0.011071891201386","392"
"Test set","Arima RMSE","0.319937539581852","392"
"Training set","Random Walk RMSE","0.0344722582069971","392"
"Test set","Random Walk RMSE","0.264956645757316","392"
"Training set","Neural Networks RMSE","0.0111982885325171","392"
"Test set","Neural Networks RMSE","0.319937534593343","392"
"Training set","Arima RMSE","0.0102446067455337","393"
"Test set","Arima RMSE","0.451646636889812","393"
"Training set","Random Walk RMSE","0.0101560035920357","393"
"Test set","Random Walk RMSE","0.437991546177966","393"
"Training set","Neural Networks RMSE","0.0103698022838399","393"
"Test set","Neural Networks RMSE","0.444490690159615","393"
"Training set","Arima RMSE","0.0122571588966491","394"
"Test set","Arima RMSE","0.358524927227198","394"
"Training set","Random Walk RMSE","0.0120718434760123","394"
"Test set","Random Walk RMSE","0.335811031070336","394"
"Training set","Neural Networks RMSE","0.0122804114394918","394"
"Test set","Neural Networks RMSE","0.357865943970877","394"
"Training set","Arima RMSE","0.00794037356848545","395"
"Test set","Arima RMSE","0.0231431500814653","395"
"Training set","Random Walk RMSE","0.00793491840716051","395"
"Test set","Random Walk RMSE","0.0396951424375282","395"
"Training set","Neural Networks RMSE","0.00796697745279773","395"
"Test set","Neural Networks RMSE","0.0393229741537475","395"
"Training set","Arima RMSE","0.00782746343827054","396"
"Test set","Arima RMSE","0.0780116257798314","396"
"Training set","Random Walk RMSE","0.00780582856619224","396"
"Test set","Random Walk RMSE","0.0782687490417313","396"
"Training set","Neural Networks RMSE","0.00784990209031579","396"
"Test set","Neural Networks RMSE","0.0786553664200141","396"
"Training set","Arima RMSE","0.00808822874813863","397"
"Test set","Arima RMSE","0.0188246304715764","397"
"Training set","Random Walk RMSE","0.00798486313689703","397"
"Test set","Random Walk RMSE","0.0190439978844884","397"
"Training set","Neural Networks RMSE","0.00813180215579798","397"
"Test set","Neural Networks RMSE","0.0188246304715764","397"
"Training set","Arima RMSE","0.00986994566823597","398"
"Test set","Arima RMSE","0.0763932902168061","398"
"Training set","Random Walk RMSE","0.00973469030932527","398"
"Test set","Random Walk RMSE","0.0989915665658182","398"
"Training set","Neural Networks RMSE","0.00989398869135829","398"
